id,Data,Country,Type,Frequency,Currency,Units,Date,Value
109992,Volume,IT,Sovereign,Daily,EUR,Millions,1994-07-18,5857.65
109993,Volume,IT,Sovereign,Daily,EUR,Millions,1994-07-19,7690.34
109994,Volume,IT,Sovereign,Daily,EUR,Millions,1994-07-20,7529.94
109995,Volume,IT,Sovereign,Daily,EUR,Millions,1994-07-21,7067.71
109996,Volume,IT,Sovereign,Daily,EUR,Millions,1994-07-22,5301.18
109997,Volume,IT,Sovereign,Daily,EUR,Millions,1994-07-23,NA
109998,Volume,IT,Sovereign,Daily,EUR,Millions,1994-07-24,NA
109999,Volume,IT,Sovereign,Daily,EUR,Millions,1994-07-25,5758.49
110000,Volume,IT,Sovereign,Daily,EUR,Millions,1994-07-26,7323.88
110001,Volume,IT,Sovereign,Daily,EUR,Millions,1994-07-27,6827.56
110002,Volume,IT,Sovereign,Daily,EUR,Millions,1994-07-28,6750.92
110003,Volume,IT,Sovereign,Daily,EUR,Millions,1994-07-29,5536.42
110004,Volume,IT,Sovereign,Daily,EUR,Millions,1994-07-30,NA
110005,Volume,IT,Sovereign,Daily,EUR,Millions,1994-07-31,NA
110006,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-01,5048.37
110007,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-02,6610.03
110008,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-03,6917.94
110009,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-04,6997.54
110010,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-05,3819.2
110011,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-06,NA
110012,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-07,NA
110013,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-08,2267.25
110014,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-09,5306.59
110015,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-10,6491.86
110016,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-11,5603.34
110017,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-12,3227.66
110018,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-13,NA
110019,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-14,NA
110020,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-15,NA
110021,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-16,2617.4
110022,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-17,4438.95
110023,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-18,5900.21
110024,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-19,5403.69
110025,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-20,NA
110026,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-21,NA
110027,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-22,4833.88
110028,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-23,6293.03
110029,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-24,6293.03
110030,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-25,4927.52
110031,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-26,5079.35
110032,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-27,NA
110033,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-28,NA
110034,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-29,2843.1
110035,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-30,7596.05
110036,Volume,IT,Sovereign,Daily,EUR,Millions,1994-08-31,6680.51
110037,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-01,7496.89
110038,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-02,7272.23
110039,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-03,NA
110040,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-04,NA
110041,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-05,5254.95
110042,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-06,7470.55
110043,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-07,7193.21
110044,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-08,6982.5
110045,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-09,7829.49
110046,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-10,NA
110047,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-11,NA
110048,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-12,8282.94
110049,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-13,9774.46
110050,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-14,10452.05
110051,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-15,9875.73
110052,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-16,6163.91
110053,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-17,NA
110054,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-18,NA
110055,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-19,7026.4
110056,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-20,9830.91
110057,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-21,10068.33
110058,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-22,9166.08
110059,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-23,10290.04
110060,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-24,NA
110061,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-25,NA
110062,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-26,7099.22
110063,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-27,9793.49
110064,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-28,10596.98
110065,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-29,8376.93
110066,Volume,IT,Sovereign,Daily,EUR,Millions,1994-09-30,7777.84
110067,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-01,NA
110068,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-02,NA
110069,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-03,8478.67
110070,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-04,9890.67
110071,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-05,7753.85
110072,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-06,8415.67
110073,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-07,8314.96
110074,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-08,NA
110075,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-09,NA
110076,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-10,7325.94
110077,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-11,10539.34
110078,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-12,8869.11
110079,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-13,9567.57
110080,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-14,0
110081,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-15,NA
110082,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-16,NA
110083,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-17,9493.13
110084,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-18,10816.16
110085,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-19,9617.46
110086,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-20,7568.39
110087,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-21,7583.65
110088,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-22,NA
110089,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-23,NA
110090,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-24,7974.61
110091,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-25,10770.71
110092,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-26,12924.33
110093,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-27,7222.65
110094,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-28,9905.13
110095,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-29,NA
110096,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-30,NA
110097,Volume,IT,Sovereign,Daily,EUR,Millions,1994-10-31,5693.94
110098,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-01,NA
110099,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-02,8884.09
110100,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-03,9187.77
110101,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-04,9985.69
110102,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-05,NA
110103,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-06,NA
110104,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-07,10272.33
110105,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-08,11682.26
110106,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-09,14140.59
110107,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-10,12547.32
110108,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-11,9598.35
110109,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-12,NA
110110,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-13,NA
110111,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-14,11491.17
110112,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-15,12431.12
110113,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-16,13928.84
110114,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-17,12335.57
110115,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-18,11059.92
110116,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-19,NA
110117,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-20,NA
110118,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-21,10143.21
110119,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-22,9786.86
110120,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-23,10845.59
110121,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-24,9823.01
110122,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-25,10150.96
110123,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-26,NA
110124,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-27,NA
110125,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-28,9890.15
110126,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-29,10440.18
110127,Volume,IT,Sovereign,Daily,EUR,Millions,1994-11-30,10670
110128,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-01,10595.11
110129,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-02,9038
110130,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-03,NA
110131,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-04,NA
110132,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-05,10205.19
110133,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-06,10406.61
110134,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-07,6210.39
110135,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-08,NA
110136,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-09,6264.62
110137,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-10,NA
110138,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-11,NA
110139,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-12,9835.92
110140,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-13,10161.29
110141,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-14,9678.37
110142,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-15,9882.36
110143,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-16,8227.16
110144,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-17,NA
110145,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-18,NA
110146,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-19,7132.12
110147,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-20,6450.55
110148,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-21,5340.16
110149,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-22,5056.11
110150,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-23,2143.3
110151,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-24,NA
110152,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-25,NA
110153,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-26,NA
110154,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-27,2365.37
110155,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-28,4451.86
110156,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-29,5280.77
110157,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-30,2641.68
110158,Volume,IT,Sovereign,Daily,EUR,Millions,1994-12-31,NA
110159,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-01,NA
110160,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-02,2597.78
110161,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-03,7868.22
110162,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-04,7878.55
110163,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-05,8077.39
110164,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-06,NA
110165,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-07,NA
110166,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-08,NA
110167,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-09,8766.63
110168,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-10,9879.82
110169,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-11,11782.96
110170,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-12,10783.62
110171,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-13,10419.52
110172,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-14,NA
110173,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-15,NA
110174,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-16,13172.23
110175,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-17,12428.54
110176,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-18,10083.82
110177,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-19,10249.09
110178,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-20,8299.46
110179,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-21,NA
110180,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-22,NA
110181,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-23,10491.82
110182,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-24,10657.09
110183,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-25,10042.5
110184,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-26,12033.45
110185,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-27,9856.58
110186,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-28,NA
110187,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-29,NA
110188,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-30,10799.11
110189,Volume,IT,Sovereign,Daily,EUR,Millions,1995-01-31,12178.05
110190,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-01,11238.1
110191,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-02,14300.69
110192,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-03,13559.58
110193,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-04,NA
110194,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-05,NA
110195,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-06,15124.44
110196,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-07,15522.11
110197,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-08,16748.7
110198,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-09,15891.38
110199,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-10,14228.39
110200,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-11,NA
110201,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-12,NA
110202,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-13,13719.68
110203,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-14,13882.36
110204,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-15,14150.92
110205,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-16,15039.22
110206,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-17,11571.22
110207,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-18,NA
110208,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-19,NA
110209,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-20,8147.11
110210,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-21,13009.55
110211,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-22,13422.71
110212,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-23,13118.01
110213,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-24,13967.58
110214,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-25,NA
110215,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-26,NA
110216,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-27,9138.7
110217,Volume,IT,Sovereign,Daily,EUR,Millions,1995-02-28,11677.09
110218,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-01,15070.21
110219,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-02,10894.66
110220,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-03,10812.03
110221,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-04,NA
110222,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-05,NA
110223,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-06,6933.43
110224,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-07,10104.48
110225,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-08,8250.4
110226,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-09,9921.14
110227,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-10,9639.67
110228,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-11,NA
110229,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-12,NA
110230,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-13,9458.91
110231,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-14,10471.16
110232,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-15,10858.51
110233,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-16,7700.37
110234,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-17,7950.85
110235,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-18,NA
110236,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-19,NA
110237,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-20,7904.37
110238,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-21,10631.27
110239,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-22,10819.77
110240,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-23,10515.06
110241,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-24,9381.44
110242,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-25,NA
110243,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-26,NA
110244,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-27,5192.97
110245,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-28,11005.7
110246,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-29,10153.54
110247,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-30,10246.5
110248,Volume,IT,Sovereign,Daily,EUR,Millions,1995-03-31,8797.84
110249,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-01,NA
110250,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-02,NA
110251,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-03,8537.03
110252,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-04,9619.01
110253,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-05,11718.41
110254,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-06,10752.63
110255,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-07,9828.17
110256,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-08,NA
110257,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-09,NA
110258,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-10,10548.63
110259,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-11,13094.76
110260,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-12,10954.05
110261,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-13,9479.57
110262,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-14,2530.64
110263,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-15,NA
110264,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-16,NA
110265,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-17,NA
110266,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-18,8224.58
110267,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-19,10349.8
110268,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-20,10925.65
110269,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-21,9884.99
110270,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-22,NA
110271,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-23,NA
110272,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-24,6404.07
110273,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-25,NA
110274,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-26,11850.1
110275,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-27,12345.9
110276,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-28,12844.28
110277,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-29,NA
110278,Volume,IT,Sovereign,Daily,EUR,Millions,1995-04-30,NA
110279,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-01,NA
110280,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-02,12508.59
110281,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-03,14365.25
110282,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-04,14564.08
110283,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-05,13528.59
110284,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-06,NA
110285,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-07,NA
110286,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-08,8343.36
110287,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-09,17198.01
110288,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-10,17760.95
110289,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-11,14941.1
110290,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-12,10961.8
110291,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-13,NA
110292,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-14,NA
110293,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-15,15183.83
110294,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-16,15307.78
110295,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-17,12521.5
110296,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-18,14729.35
110297,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-19,9120.63
110298,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-20,NA
110299,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-21,NA
110300,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-22,12392.38
110301,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-23,14703.53
110302,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-24,14166.41
110303,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-25,15470.47
110304,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-26,12265.85
110305,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-27,NA
110306,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-28,NA
110307,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-29,7010.9
110308,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-30,12857.19
110309,Volume,IT,Sovereign,Daily,EUR,Millions,1995-05-31,14977.25
110310,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-01,16423.33
110311,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-02,13807.48
110312,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-03,NA
110313,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-04,NA
110314,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-05,12291.67
110315,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-06,17347.79
110316,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-07,14478.87
110317,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-08,14125.1
110318,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-09,12152.23
110319,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-10,NA
110320,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-11,NA
110321,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-12,12542.16
110322,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-13,14442.72
110323,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-14,15609.91
110324,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-15,14654.46
110325,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-16,10894.66
110326,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-17,NA
110327,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-18,NA
110328,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-19,11023.77
110329,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-20,11950.81
110330,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-21,12743.57
110331,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-22,14861.05
110332,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-23,10101.9
110333,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-24,NA
110334,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-25,NA
110335,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-26,11455.01
110336,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-27,12278.76
110337,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-28,12420.79
110338,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-29,11297.49
110339,Volume,IT,Sovereign,Daily,EUR,Millions,1995-06-30,9453.74
110340,Volume,IT,Sovereign,Daily,EUR,Millions,1995-07-01,NA
110341,Volume,IT,Sovereign,Daily,EUR,Millions,1995-07-02,NA
110342,Volume,IT,Sovereign,Daily,EUR,Millions,1995-07-03,10917.9
110343,Volume,IT,Sovereign,Daily,EUR,Millions,1995-07-04,13128.33
110344,Volume,IT,Sovereign,Daily,EUR,Millions,1995-07-05,14060.54
110345,Volume,IT,Sovereign,Daily,EUR,Millions,1995-07-06,12338.16
