id,Data,Country,Type,Frequency,Currency,Units,Date,Value
117797,Volume,IT,Sovereign,Daily,EUR,Millions,2015-11-30,7779
117798,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-01,8296
117799,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-02,6835
117800,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-03,6650
117801,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-04,7108
117802,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-05,NA
117803,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-06,NA
117804,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-07,2981
117805,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-08,2996
117806,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-09,3141
117807,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-10,3349
117808,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-11,3531
117809,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-12,NA
117810,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-13,NA
117811,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-14,3966
117812,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-15,4267
117813,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-16,2781
117814,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-17,3610
117815,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-18,2984
117816,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-19,NA
117817,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-20,NA
117818,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-21,2565
117819,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-22,5194
117820,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-23,3721
117821,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-24,NA
117822,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-25,NA
117823,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-26,NA
117824,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-27,NA
117825,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-28,999
117826,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-29,3872
117827,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-30,3101
117828,Volume,IT,Sovereign,Daily,EUR,Millions,2015-12-31,NA
117829,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-01,NA
117830,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-02,NA
117831,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-03,NA
117832,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-04,3810
117833,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-05,4118
117834,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-06,2542
117835,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-07,7649
117836,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-08,3813
117837,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-09,NA
117838,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-10,NA
117839,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-11,5449
117840,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-12,3815
117841,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-13,6184
117842,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-14,4857
117843,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-15,4832
117844,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-16,NA
117845,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-17,NA
117846,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-18,3102
117847,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-19,5041
117848,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-20,8202
117849,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-21,5836
117850,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-22,5145
117851,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-23,NA
117852,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-24,NA
117853,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-25,4581
117854,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-26,5618
117855,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-27,4763
117856,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-28,5653
117857,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-29,7067
117858,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-30,NA
117859,Volume,IT,Sovereign,Daily,EUR,Millions,2016-01-31,NA
117860,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-01,5582
117861,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-02,4082
117862,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-03,4126
117863,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-04,4240
117864,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-05,3117
117865,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-06,NA
117866,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-07,NA
117867,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-08,6774
117868,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-09,8506
117869,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-10,5287
117870,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-11,6907
117871,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-12,5526
117872,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-13,NA
117873,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-14,NA
117874,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-15,5442
117875,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-16,3253
117876,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-17,4511
117877,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-18,5668
117878,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-19,4008
117879,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-20,NA
117880,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-21,NA
117881,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-22,2446
117882,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-23,3971
117883,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-24,3785
117884,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-25,4843
117885,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-26,5920
117886,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-27,NA
117887,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-28,NA
117888,Volume,IT,Sovereign,Daily,EUR,Millions,2016-02-29,8572
117889,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-01,9774
117890,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-02,6898
117891,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-03,7212
117892,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-04,6763
117893,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-05,NA
117894,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-06,NA
117895,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-07,4558
117896,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-08,4128
117897,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-09,5063
117898,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-10,8540
117899,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-11,7267
117900,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-12,NA
117901,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-13,NA
117902,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-14,6637
117903,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-15,6709
117904,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-16,6317
117905,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-17,5967
117906,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-18,4004
117907,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-19,NA
117908,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-20,NA
117909,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-21,3493
117910,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-22,6775
117911,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-23,5720
117912,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-24,5516
117913,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-25,NA
117914,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-26,NA
117915,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-27,NA
117916,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-28,NA
117917,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-29,7225
117918,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-30,7132
117919,Volume,IT,Sovereign,Daily,EUR,Millions,2016-03-31,7816
117920,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-01,6006
117921,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-02,NA
117922,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-03,NA
117923,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-04,5201
117924,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-05,7563
117925,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-06,6289
117926,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-07,7318
117927,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-08,4924
117928,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-09,NA
117929,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-10,NA
117930,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-11,4933
117931,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-12,4917
117932,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-13,7154
117933,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-14,5434
117934,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-15,5054
117935,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-16,NA
117936,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-17,NA
117937,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-18,5901
117938,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-19,4367
117939,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-20,4985
117940,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-21,5034
117941,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-22,5128
117942,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-23,NA
117943,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-24,NA
117944,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-25,2122
117945,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-26,4010
117946,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-27,7219
117947,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-28,8827
117948,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-29,6645
117949,Volume,IT,Sovereign,Daily,EUR,Millions,2016-04-30,NA
117950,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-01,NA
117951,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-02,3833
117952,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-03,6748
117953,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-04,5830
117954,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-05,5976
117955,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-06,6727
117956,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-07,NA
117957,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-08,NA
117958,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-09,4529
117959,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-10,7709
117960,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-11,4562
117961,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-12,8497
117962,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-13,4263
117963,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-14,NA
117964,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-15,NA
117965,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-16,4019
117966,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-17,4960
117967,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-18,8709
117968,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-19,5731
117969,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-20,2114
117970,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-21,NA
117971,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-22,NA
117972,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-23,4482
117973,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-24,3986
117974,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-25,6527
117975,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-26,3332
117976,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-27,3116
117977,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-28,NA
117978,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-29,NA
117979,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-30,3584
117980,Volume,IT,Sovereign,Daily,EUR,Millions,2016-05-31,5577
117981,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-01,5000
117982,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-02,2874
117983,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-03,2880
117984,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-04,NA
117985,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-05,NA
117986,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-06,5195
117987,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-07,4621
117988,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-08,7124
117989,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-09,5331
117990,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-10,9380
117991,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-11,NA
117992,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-12,NA
117993,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-13,7570
117994,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-14,9585
117995,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-15,9180
117996,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-16,5424
117997,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-17,4620
117998,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-18,NA
117999,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-19,NA
118000,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-20,5486
118001,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-21,4022
118002,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-22,6071
118003,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-23,4454
118004,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-24,2492
118005,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-25,NA
118006,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-26,NA
118007,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-27,5050
118008,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-28,7501
118009,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-29,6425
118010,Volume,IT,Sovereign,Daily,EUR,Millions,2016-06-30,5606
118011,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-01,4123
118012,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-02,NA
118013,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-03,NA
118014,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-04,5087
118015,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-05,4562
118016,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-06,5341
118017,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-07,3646
118018,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-08,3458
118019,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-09,NA
118020,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-10,NA
118021,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-11,3705
118022,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-12,3639
118023,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-13,5401
118024,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-14,4706
118025,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-15,2927
118026,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-16,NA
118027,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-17,NA
118028,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-18,2531
118029,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-19,2618
118030,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-20,3044
118031,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-21,4997
118032,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-22,2160
118033,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-23,NA
118034,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-24,NA
118035,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-25,2564
118036,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-26,4206
118037,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-27,6106
118038,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-28,4895
118039,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-29,7157
118040,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-30,NA
118041,Volume,IT,Sovereign,Daily,EUR,Millions,2016-07-31,NA
118042,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-01,5354
118043,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-02,5906
118044,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-03,4803
118045,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-04,7105
118046,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-05,6085
118047,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-06,NA
118048,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-07,NA
118049,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-08,4622
118050,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-09,3828
118051,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-10,7122
118052,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-11,4513
118053,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-12,4437
118054,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-13,NA
118055,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-14,NA
118056,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-15,NA
118057,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-16,5034
118058,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-17,4956
118059,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-18,2997
118060,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-19,4345
118061,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-20,NA
118062,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-21,NA
118063,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-22,2802
118064,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-23,4240
118065,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-24,3885
118066,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-25,2696
118067,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-26,2217
118068,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-27,NA
118069,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-28,NA
118070,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-29,2210
118071,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-30,3904
118072,Volume,IT,Sovereign,Daily,EUR,Millions,2016-08-31,5031
118073,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-01,7364
118074,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-02,5944
118075,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-03,NA
118076,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-04,NA
118077,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-05,5346
118078,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-06,9258
118079,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-07,6772
118080,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-08,6400
118081,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-09,9793
118082,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-10,NA
118083,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-11,NA
118084,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-12,6144
118085,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-13,4475
118086,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-14,6443
118087,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-15,6485
118088,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-16,6280
118089,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-17,NA
118090,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-18,NA
118091,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-19,5458
118092,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-20,6674
118093,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-21,7826
118094,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-22,5837
118095,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-23,3175
118096,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-24,NA
118097,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-25,NA
118098,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-26,5219
118099,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-27,8600
118100,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-28,6786
118101,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-29,5300
118102,Volume,IT,Sovereign,Daily,EUR,Millions,2016-09-30,4888
118103,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-01,NA
118104,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-02,NA
118105,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-03,3163
118106,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-04,5188
118107,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-05,7180
118108,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-06,5798
118109,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-07,4271
118110,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-08,NA
118111,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-09,NA
118112,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-10,2658
118113,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-11,4523
118114,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-12,4456
118115,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-13,4733
118116,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-14,2177
118117,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-15,NA
118118,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-16,NA
118119,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-17,2797
118120,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-18,3901
118121,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-19,2963
118122,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-20,8434
118123,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-21,4163
118124,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-22,NA
118125,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-23,NA
118126,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-24,5891
118127,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-25,6318
118128,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-26,5619
118129,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-27,8421
118130,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-28,8679
118131,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-29,NA
118132,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-30,NA
118133,Volume,IT,Sovereign,Daily,EUR,Millions,2016-10-31,4047
118134,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-01,NA
118135,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-02,6660
118136,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-03,7209
118137,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-04,5944
118138,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-05,NA
118139,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-06,NA
118140,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-07,3729
118141,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-08,4993
118142,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-09,3934
118143,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-10,7423
118144,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-11,5807
118145,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-12,NA
118146,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-13,NA
118147,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-14,7898
118148,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-15,7979
118149,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-16,4231
118150,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-17,5341
118151,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-18,4785
118152,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-19,NA
118153,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-20,NA
118154,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-21,2472
118155,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-22,5655
118156,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-23,4007
118157,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-24,3928
118158,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-25,4385
118159,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-26,NA
118160,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-27,NA
118161,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-28,3970
118162,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-29,6732
118163,Volume,IT,Sovereign,Daily,EUR,Millions,2016-11-30,6274
